show_id,country,director,cast
81148811,United States,Michelle Johnston,"Laura Marano, Gregg Sulkin, Isabella Gomez, Johannah Newmarch, Lillian Doucet-Roche, Chanelle Peloso, Barclay Hope, Garfield Wilson"
80158770,United Kingdom,Cal Seville,Jonathan Kydd
81016324,Indonesia,Riri Riza,"Prisia Nasution, Nyungsang Bungo, Rukman Rosadi, Nadhira Suryadi, Ines Somellera"
81057229,India,Vasan Bala,"Abhimanyu Dassani, Radhika Madan, Gulshan Devaiah, Mahesh Manjrekar, Jimit Trivedi, Loveleen Mishra, Sartaaj Kakkar, Riva Arora"
80117628,United States,Manny Rodriguez,Gabriel Iglesias
81172841,,Mike Ezuruonye,"Nonso Diobi, Mike Ezuruonye, Mercy Aigbe, Rex Nosa, Annie Macaulay Idibia, Ik Ogbonna, Nedu Wazobia, Uzee Usman, Odunlade Adekola, Mr Jollof, Efe Irele, Josh 2 Funny, Haillie Sumney, Emmanuella, MC Lively"
70153408,United States,,"Kyle MacLachlan, Michael Ontkean, Mädchen Amick, Dana Ashbrook, Richard Beymer, Lara Flynn Boyle, Sherilyn Fenn, Warren Frost, Peggy Lipton, James Marshall, Everett McGill, Jack Nance, Joan Chen, Kimmy Robertson, Michael Horse, Piper Laurie, Harry Goaz, Eric DaRe, Wendy Robie, Ray Wise, Sheryl Lee, Russ Tamblyn, Don S. Davis, Chris Mulkey, Gary Hershberger, Grace Zabriskie"
70299748,United States,Clint Eastwood,"John Lloyd Young, Erich Bergen, Michael Lomenda, Vincent Piazza, Christopher Walken, Mike Doyle, Renée Marino, Erica Piccininni, Joey Russo, Donnie Kehr, Katherine Narducci, Steve Schirripa"
81157169,"Mauritius, South Africa",,"Khumbulani Kay Sibiya, Sisanda Henna, Tarynn Wyngaard, Anthony Oseyemi, Virgile Bramly, Manie Malone, Yannick Konnan, Vinaya Sungkur, Michaella Russell, Thabo Malema"
81026251,,Paul Dugdale,Taylor Swift
70101321,Japan,Hirotsugu Kawasaki,"Junko Takeuchi, Showtaro Morikubo, Chie Nakamura, Gaamon Kai, Takako Honda, Akira Ishida, Yasuyuki Kase, Noriaki Sugiyama, Kazuhiko Inoue"
70167128,United States,Jennifer Siebel Newsom,
80158750,South Korea,Jun-seong Kim,"Ko Soo, Kyung-gu Seol, Yu-chun Park, Hye-jung Kang, In-hwan Park, Ho-jin Chun"
80002073,Japan,"Kazuchika Kise, Masahiko Murata","Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Tarusuke Shingaki, Yoji Ueda, Miyuki Sawashiro, Mayumi Asano, Takanori Hoshino, Yasuhiro Mamiya, Kenji Nojima"
81168341,Poland,Antoni Krauze,"Halina Buyno-Łoza, Zofia Cegiełkowa, Barbara Chojecka, Eugenia Horecka, Zygmunt Zintel, Henryka Janikowska, Lena Wilczyńska, Jerzy Block"
80098491,United States,Kevin Smith,"Harley Quinn Smith, Lily-Rose Depp, Johnny Depp, Justin Long, Austin Butler, Tyler Posey, Stan Lee, Jason Mewes, Adam Brody, Haley Joel Osment, Genesis Rodriguez"
81184681,,,"Pinky Pal Rajput, Sonal Kaushal, Julie Tejwani, Jigna Bharadhwaj, Shaily Dubey, Rajesh Kava, Ghanshyam Shukla, Anamaya Verma, Mohit Sinha, Vaibhav Thakkar"
60036359,United States,Steven Spielberg,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Małgorzata Gebel, Shmulik Levy, Mark Ivanir, Beatrice Macola, Friedrich von Thun, Andrzej Seweryn"
80189630,United States,Haifaa Al-Mansour,"Sanaa Lathan, Ricky Whittle, Lynn Whitfield, Lyriq Bent, Ernie Hudson"
80141781,Germany,Detlev Buck,"Lina Larissa Strahl, Lisa-Marie Koroll, Louis Held, Lea van Acken, Emilio Sakraya, Michael Maertens, Martin Seifert"
81026192,Turkey,Seren Yüce,"Ali Atay, Haluk Bilginer, Nur Sürer, Okan Yalabık, Tülin Özen, Serkan Keskin, Bartu Küçükçağlayan, Irem Altug, Mehmet Özgür, Merve Ates, Defne Halman, Cem Zeynel Kiliç, Esra Kizildogan"
70153412,United States,,"Kelsey Grammer, Jane Leeves, David Hyde Pierce, Peri Gilpin, John Mahoney, Dan Butler"
80993088,,,Udom Taephanit
70087541,United States,Dennis Dugan,"Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson, Lainie Kazan, Ido Mosseri, Rob Schneider, Dave Matthews, Michael Buffer, Charlotte Rae"
70304252,Japan,,"Nobuhiko Okamoto, Jun Fukuyama, Kana Hanazawa, Kazuya Nakai, Koji Yusa, Yuki Kaji, Eri Kitamura, Ayahi Takagaki, Rina Satou, Daisuke Ono, Ryotaro Okiayu, Tetsuya Kakihara, Hiroshi Kamiya, Keiji Fujiwara, Hiroaki Hirata, Jin Urayama, Katsuyuki Konishi, Kisho Taniyama, M・A・O, Kazuhiro Yamaji, Hideyuki Tanaka, Masaki Terasoma, Naomi Shindo"
80142550,Belgium,,"Yoann Blanc, Guillaume Kerbush, Anne Coesens, Jasmina Douieb, Tom Audenaert, Sam Louwyck, Catherine Salée, Jean-Henri Compère"
80239306,,,"Jace Chapman, Larisa Oleynik, Tom Everett Scott, Steve Zahn, Mauricio Lara, Sophie Kim, Laurel Emory"
80160037,United States,,"Bobby Berk, Karamo Brown, Tan France, Antoni Porowski, Jonathan Van Ness"
80049193,Philippines,Paul Soriano,"Robert Villar, Alessandra de Rossi, Cesar Montano, Alex Medina, Jake Macapagal, Khalil Ramos, Jomari Angeles, Kokoy DeSantos"
20077944,India,Rajkumar Santoshi,"Sunny Deol, Meenakshi Sheshadri, Amrish Puri, Moushumi Chatterjee, Kulbhushan Kharbanda, Om Puri, Raj Babbar, Shabbir Khan"
80184868,United States,Rolfe Kanefsky,"Natasha Henstridge, Lukas Hassel, Lin Shaye, Dominique Swain, Augie Duke, Caleb Scott, James Duval, Tiffany Shepis"
70011207,United States,Joe Roth,"Tim Allen, Jamie Lee Curtis, Dan Aykroyd, Erik Per Sullivan, Cheech Marin, Jake Busey, M. Emmet Walsh, Kevin Chamberlin, Elizabeth Franz, René Lavan"
80184676,United States,Clark Johnson,"Alfre Woodard, Adam Beach, LaTanya Richardson Jackson, Marcus Henderson, Blair Underwood, Ashlie Atkinson, Tsulan Cooper"
60002907,"Taiwan, Hong Kong, United States, China",Ang Lee,"Chow Yun Fat, Michelle Yeoh, Zhang Ziyi, Chang Chen, Lung Hsiung, Cheng Pei-pei, Fa Zeng Li, Xian Gao, Yan Hai, De Ming Wang"
80202133,United States,,"Eoin Macken, David Ajala, Jodie Turner-Smith, Angus Sampson, Sam Strike, Maya Eshet, Brían F. O'Byrne, Gretchen Mol, Miranda Raison"
81145271,United States,Mark Harris,"Dawnisha Halfkenny, Simeon Henderson, Corey Hendrix, Malcom Banks, Nadia Simms, Brian White, Brely Evans, Cynda Williams, Carl Anthony Payne II"
81215481,India,Sanjiv Jaiswal,"Rajeev Khandelwal, Samiksha Singh, S.M. Zaheer, Vikram Gokhale, Meenakshi Sethi, Atul Kulkarni, Abhimanyu Singh, Aniruddha Dave"
81151313,Canada,"Harvey Glazer, Stuart Stone",
80093106,Spain,Paulo Oriol,"Mario Casas, Ana Wagener, José Coronado, Bárbara Lennie, Francesc Orella, Paco Tous, David Selvas"
81123051,Canada,Shazia Javed,
81038022,United States,,"David Chang, Seth Rogen, Chrissy Teigen, Lena Waithe, Kate McKinnon"
80122240,India,,"Ulka Gupta, Gautami Kapoor, Reema Shaikh, Vinay Jain, Manav Gohil, Helly Shah"
70123120,India,Ken Ghosh,"Shahid Kapoor, Genelia D'Souza, Mohnish Bahl, Satish Shah, Parikshat Sahni, Vikas Bhalla, Kurush Deboo, Zain Khan"
70199239,United States,Mike Gunther,"50 Cent, Ryan Phillippe, Bruce Willis, Rory Markham, Jenna Dewan, Brett Granstaff, Randy Couture, Susie Abromeit, Ron Turner, James Remar"
80106947,India,Syed Ahmad Afzal,"Randeep Hooda, Piaa Bajpai, Jaihind Kumar, Akshay Oberoi, Rajneesh Duggal, Ashutosh Kaushik, Meenakshi Dixit, Shreya Narayan, Rajendra Sethi"
80184684,,,"Chris Wu, Chen Yu, Greg Han, Esther Yeh, Yeh Chen-Ting, Deng Yu-kai"
81016337,Indonesia,Riri Riza,"Nicholas Saputra, Sita Nursanti, Lukman Sardi, Indra Birowo, Wulan Guritno, Thomas Nawilis, Tutie Kirana, Robby Tumewu, Jonathan Mulia"
80186926,Japan,,"Bryson Baugus, Emily Neves, Blake Shepard, Patrick Poole, Luci Christian, Adam Gibbs, Masakazu Morita, Fumiko Orikasa, Takahiro Sakurai, Hiroaki Miura, Satomi Sato, Katsuyuki Konishi"
70143842,United States,,"Amy Poehler, Rashida Jones, Aziz Ansari, Nick Offerman, Aubrey Plaza, Chris Pratt, Jim O'Heir, Retta, Adam Scott, Rob Lowe, Paul Schneider"
80158104,"France, United States",,"Clive Standen, Jennifer Beals, Gaius Charles, Brooklyn Sudano, Monique Gabriela Curnen, Michael Irby, James Landry Hébert, Jose Pablo Cantillo, James Landry Hebert"
80024057,United States,,"Viola Davis, Billy Brown, Alfred Enoch, Jack Falahee, Katie Findlay, Aja Naomi King, Matt McGorry, Karla Souza, Charlie Weber, Liza Weil"
70121008,United States,Steve Rash,"Nestor Aaron Absera, Julianna Guill, Preston Jones, Julia Levy-Boeken, Danny Pudi, Michael Trotter, Daniel Newman, DJ Qualls"
81150918,,Camille Shooshani,"Léa Moret, Camille Shooshani"
80244992,India,,"Ramanathan, Rakesh"
80195429,United States,Michael McKay,Harith Iskander
80224536,United States,Steve Brill,Adam Sandler
80138030,Finland,,"Antti Pääkkönen, Heljä Heikkinen, Lynne Guaglione, Pasi Ruohonen, Rauno Ahonen"
80211703,Sweden,,"Hanna Ardéhn, Felix Sandman, William Spetz, Ella Rappich, David Dencik, Reuben Sallmander, Maria Sundbom, Rebecka Hemse, Arvid Sand, Helena af Sandeberg, Anna Björk"
80178974,United States,David E. Talbert,"Jessica Alba, Tim Allen, Dax Shepard, Vincent D'Onofrio, Luke Grimes, Kurtwood Smith, Michelle Mylett"
80131281,,,"Karol Modzelewski, Łukasz ""Lotek” Lodkowski"
80147758,Hungary,Attila Till,"Szabolcs Thuróczy, Zoltán Fenyvesi, Adám Fekete, Dusan Vitanovic, Mónika Balsai, Lidia Danis, Zoltán Mucsi"
5670479,"United States, Germany, Mexico",Martin Campbell,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson, Matt Letscher, Tony Amendola, Pedro Armendáriz Jr., William Marquez, José Pérez, Victor Rivers"
80217569,United States,Federico D'Alessandro,"Maika Monroe, Ed Skrein, Gary Oldman"
80217627,United Kingdom,,
542137,United States,"Vincente Minnelli, Charles Walters","Leslie Caron, Maurice Chevalier, Louis Jourdan, Hermione Gingold, Eva Gabor, Jacques Bergerac, Isabel Jeans, John Abbott, Edwin Jerome, Corinne Marchand"
70213081,"United States, France, Japan",,"Archie Kao, Reggie Rolle, Danny Slavin, Valerie Vernon, Cerina Vincent, Russell Lawrence, Amy Miller, Melody Perkins, Kazuki Maehara, Eri Tanaka, Terence J. Rotolo, Hiroshi Tsuchida, Tom Whyte, Bob Papenbrook, Mari Maruta"
80124728,Mexico,"Raúl Campos, Jan Suter","Ricardo O'Farrill, Carlos Ballarta, Sofía Niño de Rivera, Chumel Torres, Marissa ""Chabe"" Lozano"
81024728,India,,"Amit Sial, Yoshika Verma, Anshuman Jha, Asif Basra, Suruchi Aulakh"
70114342,United States,"Albert Hughes, Allen Hughes","Denzel Washington, Gary Oldman, Mila Kunis, Ray Stevenson, Jennifer Beals, Evan Jones, Joe Pingue, Frances de la Tour, Michael Gambon, Tom Waits"
80154508,South Korea,,"Sung-yeol Lee, Ji-hyun Nam, Clara Lee, Jin Won"
81142595,,,"Andrew Gregson, Khemanit Jamikorn, Nattarat Nopparattayaporn, Pat Chatborirak, Nuttanan Kunnawat, Piyawatt Nivatvongs, Chalad Na Songkhla, Saranyoo Prachakit, Thanongsak Supasap, Supasit Chinvinijkul, Phuksanunt Tanamahataweekit"
80225085,United States,,"Tyler Posey, Charlet Chung, Jorge Diaz, Camille Ramsey, Luke Youngblood, Renée Elise Goldsberry"
70273637,India,Neeraj Pandey,"Akshay Kumar, Manoj Bajpayee, Anupam Kher, Jimmy Shergill, Kajal Aggarwal, Divya Dutta, Kharaj Mukherjee, Rajesh Sharma, Kishor Kadam, Neeru Bajwa, Deepraj Rana, Neetu Singh"
70213466,"United States, Mexico",Matt Piedmont,"Will Ferrell, Gael García Bernal, Diego Luna, Genesis Rodriguez, Pedro Armendáriz Jr., Nick Offerman, Efren Ramirez, Adrian Martinez"
80158388,India,Alo Sarkar,"Uttam Kumar, Sulakshana Pandit, Utpal Dutt, Bindu, Amjad Khan, Helen, Indrani Mukherjee, Padma Khanna, Iftekhar"
81023023,New Zealand,,
80236470,United Kingdom,"Roger Graef, James Rogan","John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Mike Myers, Graham Chapman, Stephen Hawking"
80147923,"South Korea, United States",,"Brody Allen, Jenna Davis, Ryan Bartley, Philece Sampler, Leigh Kelly, Abby Trott"
80103426,Spain,David Serrano,"Hugo Silva, Michelle Jenner, Ernesto Sevilla, Belén Cuesta, Óscar Ladoire, Ilay Kurelovic, Verónica Forqué, Luis Jaspe, Borja Luna, José Luis Marín"
70140438,United Kingdom,,"Kaya Scodelario, Hannah Murray, Jack O'Connell, Kathryn Prescott, Lily Loveless, Nicholas Hoult, Joe Dempsie, Mike Bailey, April Pearson, Will Merrick, Freya Mavor, Laya Lewis, Ollie Barbieri, Dakota Blue Richards, Sean Teale, Larissa Wilson, Dev Patel, Mitch Hewer, Luke Pasqualino, Giles Thomas"
80998967,United States,Kate Melville,"Tiya Sircar, Chad Connell, Marco Grazzini, Jesse Camacho, Mark Camacho, Elana Dunkelman, Kelly Hope Taylor, Kenny Wong, Daniela Sandiford, Christina Tannous"
81010662,Japan,,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa, Aya Endo, Kouki Uchiyama, Minori Chihara, Haruka Tomatsu, Yoko Hikasa"
80119235,Brazil,Lô Politi,"Jesuíta Barbosa, Laura Neiva, Criolo, Ana Cecília Costa, João Fábio Cabral, Ariclenes Barroso, Karol Conká, Chay Suede, Luciana Souza, Chris Couto, Roberto Berindelli"
60027942,United States,John Ford,"Henry Fonda, Jane Darwell"
80155812,"Turkey, France, Germany, Poland",Yesim Ustaoglu,"Funda Eryiğit, Ecem Uzun, Mehmet Kurtulus, Okan Yalabik, Serkan Keskin, Sema Poyraz"
80226236,South Korea,Choi Jin-seong,
20258084,India,Rajkumar Santoshi,"Aamir Khan, Salman Khan, Raveena Tandon, Karisma Kapoor, Paresh Rawal, Viju Khote, Shehzad Khan, Deven Verma, Jagdeep, Mehmood"
80127990,Brazil,Marcelo Galvão,"Diogo Morgado, Etienne Chicot, Maria de Medeiros, Deto Montenegro, Jonas Leite, Paulo Gorgulho, Will Roberts, Allan Lima, Eduardo Galvão, Igor Galvão"
80039813,United States,,"Elizabeth Banks, Lake Bell, H. Jon Benjamin, Michael Ian Black, Michael Cera, Josh Charles, Bradley Cooper, Judah Friedlander, Janeane Garofalo, Jon Hamm, Nina Hellman, Joe Lo Truglio, Ken Marino, Christopher Meloni, A.D. Miles, Marguerite Moreau, Zak Orth, Jordan Peele, David Hyde Pierce, Chris Pine, Amy Poehler, Paul Rudd, Marisa Ryan, Jason Schwartzman, Molly Shannon, Michael Showalter, John Slattery, Kevin Sussman, David Wain, Kristen Wiig"
80032842,Nigeria,Kunle Afolayan,"Sadiq Daba, David Bailie, Kayode Olaiya, Kehinde Bankole, Fabian Adeoye Lojede, Nick Rhys, Kunle Afolayan, Colin David Reese, Ibrahim Shatta, Femi Adebayo, Kanayo O. Kanayo, Lawrence Stubbings, Ademola Adedoyin"
81146011,United States,Vlad Yudin,Calum Von Moger
70178618,United States,David R. Ellis,"Sara Paxton, Dustin Milligan, Chris Carmack, Katharine McPhee, Donal Logue, Joshua Leonard, Sinqua Walls, Chris Zylka, Alyssa Diaz, Joel David Moore"
80002999,Australia,,"Dan Spielman, Ashley Zukerman, Adele Perovic, Adam Garcia, Chelsie Preston Crayford, Paul Tassone, Dan Wyllie, Lucy Lawless, Aden Young, David Wenham"
80165849,India,Soumendra Padhi,"Manoj Bajpayee, Mayur Mahendra Patole, Tillotama Shome, Shruti Marathe, Chaya Kadam, Gajraj Rao"
70114043,India,Kedar Shinde,"Ankush Choudhary, Smita Shewale, Mohan Joshi, Atmaram Bhende, Asha Bhende"
80094260,Canada,,"Mike Smith, John Paul Tremblay, Robb Wells"
70074100,United States,Jonathan Levine,"Anson Mount, Edwin Hodge, Michael Welch, Brooke Bloom, Amber Heard, Aaron Himelstein, Whitney Able, Luke Grimes, Melissa Price"
80202273,United States,Greg Pritikin,"Chevy Chase, Richard Dreyfuss, Andie MacDowell, Kate Micucci, Chris Parnell, George Wallace, Lewis Black"
80209553,South Korea,,"Yoo Jae-suk, Ahn Jae-wook, Kim Jong-min, Lee Kwang-soo, Park Min-young, Sehun, Kim Se-jeong"
80201590,,,"Kaya Scodelario, January Jones, Will Kemp, Willow Shields, Evan Roderick, David James Elliott, Sarah Wright Olsen, Svetlana Efremova, Amanda Zhou, Mitchell Edwards, Kaitlyn Leeb, Johnny Weir"
80020772,"United Kingdom, United States",Christopher Smith,"Jodie Whittaker, Warwick Davis, Jim Broadbent, Stephen Graham, Nonso Anozie, Rafe Spall, Ewen Bremner, Matt King"
81059816,United Kingdom,,Ben Fogle
81001887,United States,Michael Bay,"Ryan Reynolds, Mélanie Laurent, Corey Hawkins, Dave Franco, Adria Arjona, Manuel Garcia-Rulfo, Ben Hardy, Lior Raz, Payman Maadi, Yuri Kolokolnikov, Kim Kold"
80235524,United States,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr, Gigi Saul Guerrero, Brian Drummond"
80144358,United Kingdom,Richard Mears,Julie Walters
80173625,United States,"Linda Saffire, Adam Schlesinger","Peter Martins, Sean Suozzi, Gretchen Smith, Ashley Laracey, Tiler Peck, Damian Woetzel, Albert Evans, Sterling Hyltin, Craig Hall, Peter Boal, Karen Young, Michelle Rodriguez, Jock Soto, Adam Barrett"
81217438,"Canada, India",Sanjay Patel,"Rahul Bhat, Tillotama Shome, Haresh Dagiya, Jayesh More, Tirth Sharma, Vivek Ghamande, Jay Vithlani, Mehul Buch"
80158168,United States,,"Maritza Rodríguez, Carlos Ponce, Marimar Vega, Adriana Barraza, Marcela Guirado, Ricardo Abarca, Thali García, Alexandra Pomales, Briggitte Bozzo, Santiago Torres, Patricio Gallardo, Roberto Escobar, Samantha Dagnino, Raury Rolander, Vince Miranda, Javier Valcárcel"
60021590,United States,Lewis Milestone,"Frank Sinatra, Dean Martin, Sammy Davis Jr., Peter Lawford, Angie Dickinson, Richard Conte, Cesar Romero, Patrice Wymore, Joey Bishop"
80118004,Norway,Benjamin Ree,Magnus Carlsen
70229046,India,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Anil Kapoor, Saif Ali Khan, John Abraham, Deepika Padukone, Jacqueline Fernandez, Ameesha Patel, Rajesh Khattar, Chunky Pandey"
80022632,Canada,,"Jennette McCurdy, Jesse Carere, Ryan Allen, Justin Kelly, Kyle Mac, Jack Murray, Brooke Palsson, Jim Watson, Wesley Morgan, Krystal Hope Nausbaum, Shailene Garnett, Canute Gomes, Sarah Podemski, Shailyn Pierre-Dixon, Jesse Bostick, Steven Grayhm, Percy Hynes White, Mercedes Morris, Samantha Munro"
80111556,Taiwan,,"Danson Tang, Chia-ying Lee, Jolin Chien, Jenna Wang, Meng-sheng Shen, Wen-lin Fang, Wei Lin, Phoebe Huang"
80041601,United Kingdom,,"Johnny Flynn, Antonia Thomas, Daniel Ings, Hannah Britland, Joshua McGuire, Richard Thomson, Jessica Ellerby"
80064521,United States,Vlad Yudin,Jeremy Scott
80244547,Israel,Oded Raz,"Guy Amir, Hanan Savyon, Itzik Cohen, Igal Naor"
80185427,,,"Lan Cheng-lung, Esther Yeh, He Yu-chen, Greg Han"
81121179,United States,Peter Fison,Doug Averill
81072516,India,A.R. Murugadoss,"Vijay, Varalakshmi Sarathkumar, Keerthi Suresh, Radha Ravi, Pala Karuppaiah, Yogi Babu"
70221085,United Kingdom,,"Becci Gemmell, Susan Cookson, Mark Benton, Mykola Allen, Sophie Ward, Jo Woodcock, Seline Hizli, Liam Boyle, Danny Webb, Nicholas Shaw, Carolyn Pickles, David Schofield, Summer Strallen, Christine Bottomley"
60020891,United States,Ted Demme,"Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths, Paul Reubens, Jordi Mollà, Cliff Curtis, Miguel Sandoval, Ethan Suplee, Ray Liotta"
80997858,Hong Kong,Wong Jing,"Carol 'Do Do' Cheng, Maggie Cheung, Wilson Lam, Chan Pak-cheung, Charlie Cho, Tom Poon, Kwan Ming-yuk, Hon Yee-Sang, Sherman Wong, Lo Fan"
80104648,India,Sabir Khan,"Tiger Shroff, Shraddha Kapoor, Sudheer Babu, Paras Arora, Sunil Grover, Sourav Chakraborty, Shaurya Bhardawaj"
80018294,United States,,"Charlie Cox, Deborah Ann Woll, Elden Henson, Rosario Dawson, Vincent D'Onofrio, Jon Bernthal, Elodie Yung, Scott Glenn, Stephen Rider, Vondie Curtis-Hall, Ayelet Zurer, Toby Leonard Moore, Bob Gunton"
70304187,Canada,"Mike Smith, John Paul Tremblay, Robb Wells","Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth, Pat Roach, Leigh MacInnis, Luke Gordon"
80103512,Spain,Ibai Abad,"Lewis Rainer, Josephine Berry, Charlotte Atkinson, Charles MacGechan"
60003401,India,Satish Kaushik,"Anil Kapoor, Aishwarya Rai Bachchan, Sonali Bendre, Puru Rajkumar, Anupam Kher, Satish Kaushik, Mukesh Rishi, Jaspal Bhatti, Razak Khan, Himani Shivpuri, Smita Jaykar, Tanaaz Currim Irani"
81004374,"Belgium, Netherlands",Lukas Dhont,"Victor Polster, Arieh Worthalter, Oliver Bodart, Tijmen Govaerts, Katelijne Damen, Valentijn Dhaenens, Magali Elali, Alice de Broqueville, Chris Thys, Angelo Tijssens"
80188969,Taiwan,,"Crowd Lu, Tsai Chen-nan, Lotus Wang, Fan Chu-Mei, Hsieh Ying-shiuan, Vera Yen, Cammy Chiang"
80160935,Mexico,,"Verónica Castro, Aislinn Derbez, Cecilia Suárez, Dario Yazbek Bernal, Paco León, Arturo Ríos, Juan Pablo Medina, Verónica Langer, Lucas Velázquez"
81083791,Canada,Julien Christian Lutz,"Sarah Jeffery, Simon Paul Mutuyimana, Denis Theriault, Jeremiah Sparks, Steven Love, Cara Ricketts, Jim Codrington, Shamier Anderson, Stephan James, Lanette Ware, Hugh Thompson"
70114588,India,Umesh Shukla,"Paresh Rawal, Kunal Khemu, Sonu Sood, Soha Ali Khan, Johnny Lever, Dilip Joshi, Asrani, Malay Chakrabarty, Razak Khan, Hrishitaa Bhatt"
80123729,United Kingdom,,"Indira Varma, Robert Glenister, Dino Fetscher, Neil Stuke, Christiane Paul, Lesley Sharp, Kevin Doyle"
80178941,United States,,"Lauren Lapkus, Stephanie Lemelin, Kelly McCreary, Atticus Shaffer, Danny Pudi, Grey Griffin, Utkarsh Ambudkar, Roger Craig Smith"
60027716,United States,Troy Miller,"Eric Christian Olsen, Derek Richardson, Rachel Nichols, Cheri Oteri, Luis Guzmán, Elden Henson, William Lee Scott, Mimi Rogers, Eugene Levy"
70100527,Hong Kong,Cheh Chang,"Meng Lo, Sheng Chiang, Li Wang, Siu-Ho Chin, Feng Lu, Chien Sun, Hsueh-erh Wen, Tai-Ping Yu"
81022003,United States,,Boulet Brothers
80238391,Mexico,,"Alejandro Speitzer, Minnie West, Jorge Caballero, Ana González Bello, Axel Arenas, Arcelia Ramírez, Omar Germenos, Anna Ciocchetti, Aurora Gil, Martha Julia, Alejandro Puente, Estrella Solís, Martín Saracho, Sofía de Llaca, Marco Tostado"
80020131,United States,"Steve Ball, Andrew Duncan","Kate Higgins, Debi Derryberry, Salli Saffioti, Evan Smith, Laura Bailey, Audu Paden, Erin Fitzgerald, Cindy Robinson, Ogie Banks, Cam Clarke"
70031792,United States,Nicholas Ray,"James Dean, Natalie Wood, Sal Mineo, Jim Backus, Ann Doran, Corey Allen, William Hopper, Rochelle Hudson, Dennis Hopper, Edward Platt"
80244246,,,"Nawat Kulrattanarak, Woranuch Wongsawan, Jespipat Tilapornputt, Paramej Noiam, Phutharit Prombandal"
80000139,"United States, Japan, Canada",,"Erin Mathews, Sam Vincent, Andrea Libman, Ashleigh Ball, Ian James Corlett, Brian Drummond, Lee Tockar, Matt Hill"
81035860,Egypt,Ismail Farouk,"Sameh Hussain, Hasan Abdulfattah, Sulayman Id, Ayten Amer, Hassan Hosny"
81035835,Egypt,Mohamed Samy,"Mohamed Ramadan, Dina El-Sherbiny, Eyad Nassar, Sayed Rajab, Walid Fawaz, Eman El-Assy"
80134682,Australia,Scott Hicks,
80244709,Australia,Jeffrey Walker,"Osamah Sami, Don Hany, Helana Sawires, Frances Duca, Majid Shokor, Rodney Afif, Ghazi Alkinani, Ryan Corr"
70136129,"Ireland, Canada, United States, United Kingdom",,"Jonathan Rhys Meyers, Henry Cavill, James Frain, Anthony Brophy, Guy Carleton, Sarah Bolger, Natalie Dormer, Max Brown, Nick Dunning, Rod Hallett, Maria Doyle Kennedy, Simon Ward"
80058851,India,Amitoj Mann,"Harbhajan Mann, Manpneet Grewal, Ashish Duggal, Girja Shankar, Shavinder Mahal, Rupinder Roopi, Anita Meet, Tarsem Paul, Balkaran Wadding, Bobby Sandhu"
60000861,"United States, Canada",Mary Harron,"Christian Bale, Willem Dafoe, Jared Leto, Reese Witherspoon, Samantha Mathis, Chloë Sevigny, Justin Theroux, Josh Lucas, Matt Ross, Bill Sage, Cara Seymour, Guinevere Turner"
80114855,United States,,"Jonathan Groff, Holt McCallany, Anna Torv, Cotter Smith, Hannah Gross"
80204401,,,"Michael Mosley, James Wong"
80115338,United States,,"Jennifer Garner, Shayle Simons, Vania Gill, Islie Hirvonen, Brendon Sunderland, Austin Abell, Evans Johnson, Kathleen Barr, David Hoole"
70101696,United States,Edward Zwick,"Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos, Allan Corduner, Mark Feuerstein, Tomas Arana, Jodhi May, Kate Fahy, Iddo Goldberg, George MacKay, Iben Hjejle, Martin Hancock, Jacek Koman, Ravil Isyanov"
80167459,United States,Mary Mazzio,Jessica Chastain
81020728,Taiwan,,"June Tsai, Ray Chang, Lung Shao-hua, Yi-Wen Yen, Ching-kuan Wang, Mai Sato"
81093951,India,B. V. Nandini Reddy,"Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi"
80201868,,,"Christine McConnell, Colleen Smith, Adam Mayfield, Michael Oosterom, Drew Massey, Mick Ignis, Tim Lagasse, Dita von Teese, Steven M. Porter, Elko Weaver"
80108844,Taiwan,,"Ethan Juan, Cheryl Yang, Harry Chang, Sylvia Yang, James Wen, Patrick Lee"
80995737,United States,Ryan Polito,Deon Cole
80116839,United States,,"Cameron Dallas, Aaron Carpenter, Taylor Caniff, Willie Jones, Trey Schafer, Bart Bordelon, Blake Gray"
80087857,Argentina,,"Fabio Aste, Héctor Segura, Sebastian Rosas"
80991879,Spain,,
